Symbol,Security Name
ASHOKRE.BO,Ashoka Refineries Ltd
URJA.BO,Urja Global Ltd
ASHAPURMIN.BO,Ashapura Minechem Ltd
SHREEPAC.BO,Shree Pacetronix Ltd
GUJALKALI.BO,Gujarat Alkalies and Chemicals Ltd
INDIACEM.BO,India Cements Ltd
JKTYRE.BO,JK Tyre & Industries Ltd
MANGCHEFER.BO,Mangalore Chemicals & Fertilizers Ltd
SIL.BO,Standard Industries Ltd
JUBLPHARMA.BO,Jubilant Pharmova Ltd
THEINVEST.BO,The Investment Trust Of India Ltd
SAMYAKINT.BO,Samyak International Ltd
AADIIND.BO,Aadi Industries Ltd
SANTOSHF.BO,Santosh Fine Fab Ltd
SREEJAYA.BO,Sree Jayalakshmi Auto Spin Ltd
LORDSCH.BO,Lords Chemicals Ltd
ACKNIT.BO,Acknit Industries Ltd
TITANSEC.BO,Titan Securities Ltd
REALECO.BO,Real Eco-Energy Ltd
HRMNYCP.BO,Harmony Capital Service Ltd
VIVANZA.BO,Vivanza Biosciences Ltd
YASHRAJC.BO,Yashraj Containeurs Ltd
LORDSHOTL.BO,Lords Ishwar Hotels Ltd
CSLFINANCE.BO,CSL Finance Ltd
PARSOLI.BO,Parsoli Corporation Ltd
SANGHVIMOV.BO,Sanghvi Movers Ltd
SELAN.BO,Selan Exploration Technology Ltd
PURETROP.BO,Puretrop Fruits  Ltd
FAZE3Q.BO,Faze Three Ltd
PRADHIN.BO,Pradhin Ltd
ANUPAM.BO,Anupam Finserv Ltd
RAJPACK.BO,Raj Packaging Industries Ltd
PRIVISCL.BO,Privi Speciality Chemicals Ltd
NATRAJPR.BO,Natraj Proteins Ltd
SAMRATPH.BO,Samrat Pharmachem Ltd
NPRFIN.BO,NPR Finance Ltd
NILE.BO,Nile Ltd
UDAICEMENT.BO,Udaipur Cement Works Ltd
AMCOIND.BO,Amco India Ltd
OPTIEMUS.BO,Optiemus Infracom Ltd
KREONFIN.BO,Kreon Finnancial Services Ltd
GYANDEV.BO,Gyan Developers & Builders Ltd
KISAN.BO,Kisan Mouldings Ltd
GARODCH.BO,Garodia Chemicals Ltd
KERALAYUR.BO,Kerala Ayurveda Ltd
MONGIPA.BO,Moongipa Capital Finance Ltd
MOHITPPR.BO,Mohit Paper Mills Ltd
DAULAT.BO,Daulat Securities Ltd
OSCARGLO.BO,Oscar Global Ltd
ODYSSEY.BO,Odyssey Technologies Ltd
RSCINT.BO,RSC International Ltd
SURATRAML.BO,Surat Trade and Mercantile Ltd
ATHARVENT.BO,Atharv Enterprises Ltd
FUNDVISER.BO,Fundviser Capital (India) Ltd
THEMISMED.BO,Themis Medicare Ltd
KALLAM.BO,Kallam Textiles Ltd
BRAWN.BO,Brawn Biotech Ltd
FORINTL.BO,Fortune International Ltd
KINGSINFR.BO,Kings Infra Ventures Ltd
SWOJAS.BO,Swojas Foods Ltd
NUTRICIRCLE.BO,Nutricircle Ltd
SUBSM.BO,Subhash Silk Mills Ltd
AUROLAB.BO,Auro Laboratories Ltd
KJMCFIN.BO,KJMC Financial Services Ltd
SUVEN.BO,Suven Life Sciences Ltd
ARYAMAN.BO,Aryaman Financial Services Ltd
BRIDGESE.BO,Bridge Securities Ltd
RISAINTL.BO,Risa International Ltd
RAJTUBE.BO,Rajasthan Tube Manufacturing Company Ltd
KAYPOWR.BO,Kay Power and Paper Ltd
INTSTOIL.BO,Inter State Oil Carrier Ltd
GLOBALCA.BO,Global Capital Markets Ltd
SAINIK.BO,Sainik Finance & Industries Ltd
ARIGATO.BO,Arigato Universe Ltd
RICHUNV.BO,Rich Universe Network Ltd
QUANTDIA.BO,Quantum Digital Vision India Ltd
SPCAPIT.BO,SP Capital Financing Ltd
PAOS.BO,Paos Industries Ltd
SHRAJOI.BO,Shree Rajiv Lochan Oil Extraction Ltd
IDEA.BO,Ideaspace Solutions Ltd
KOTHARIPRO.BO,Kothari Products Ltd
PICCADIL.BO,Piccadily Agro Industries Ltd
CLSEL.BO,Chaman Lal Setia Exports Ltd
CHANDRAP.BO,Chandra Prabhu International Ltd
KIMIABL.BO,Kimia Biosciences Ltd
HINDTIN.BO,Hindustan Tin Works Ltd
GODAVARI.BO,Godavari Drugs Ltd
PREMCO.BO,Premco Global Ltd
MUKESHB.BO,Mukesh Babu Financial Services Ltd
GENUSPOWER.BO,Genus Power Infrastructures Ltd
ASIANENE.BO,Asian Energy Services Ltd
KBSINDIA.BO,KBS India Ltd
PRABHHANS.BO,Prabhhans Industries Ltd
UGARSUGAR.BO,Ugar Sugar Works Ltd
ORIENTBELL.BO,Orient Bell Ltd
NRBBEARING.BO,NRB Bearings Ltd
VAMSHIRU.BO,Vamshi Rubber Ltd
NILAINFRA.BO,Nila Infrastructures Ltd
DBSTOCKBRO.BO,DB International Stock Brokers Ltd
VINYOFL.BO,Vinyoflex Ltd
JINDCAP.BO,Jindal Capital Ltd
EPIC.BO,EPIC Energy Ltd
BAYERCROP.BO,Bayer CropScience India Ltd
CHIPLUN.BO,Chiplun Fine Chemicals Ltd
SUMEDHA.BO,Sumedha Fiscal Services Ltd
KUWERIN.BO,Kuwer Industries Ltd
CHOKSI.BO,Choksi Imaging Ltd
ASHISHPO.BO,Ashish Polyplast Ltd
SHIVAAGRO.BO,Shiva Global Agro Industries Ltd
SIDDHA.BO,Siddha Ventures Ltd
KIRANSY-B.BO,Kiran Syntex Ltd
SUMERUIND.BO,Sumeru Industries Ltd
RUNGTAIR.BO,Rungta Irrigation Ltd
GTTDATA.BO,GTT Data Solutions Ltd
VALSONQ.BO,Valson Industries Ltd
SABOOSOD.BO,Saboo Sodium Chloro Ltd
GUJCYPROM.BO,Gujarat Cypromet Ltd
GSLSEC.BO,GSL Securities Ltd
TINNARUBR.BO,Tinna Rubber and Infrastructure Ltd
VIKRAMTH.BO,Vikram Thermo India Ltd
STRATMONT.BO,Stratmont Industries Ltd
AKCAPIT.BO,AK Capital Services Ltd
RELAXO.BO,Relaxo Footwears Ltd
VIRAT.BO,Virat Industries Ltd
RRETAIL.BO,Rajnish Retail Ltd
TERAI.BO,Terai Tea Company Ltd
MANRAJH.BO,Manraj Housing Finance Ltd
COSCO.BO,Cosco India Ltd
KENFIN.BO,Ken Financial Services Ltd
SHILPAMED.BO,Shilpa Medicare Ltd
PARACABLES.BO,Paramount Communications Ltd
NCLRESE.BO,NCL Research & Financial Services Ltd
POPEES.BO,Popees Cares Ltd
EXPLICITFIN.BO,Explicit Finance Ltd
LADDERUP.BO,Ladderup Finance Ltd
UYFINCORP.BO,U. Y. Fincorp Ltd
EKAMLEA.BO,Ekam Leasing & Finance Company Ltd
SWASTIKA.BO,Swastika Investsmart Ltd
PRIMAPLA.BO,Prima Plastics Ltd
TELECANOR.BO,TeleCanor Global Ltd
JAGSONFI.BO,Jagsonpal Finance & Leasing Ltd
CARNATIN.BO,Carnation Industries Ltd
GARGFUR.BO,Garg Furnace Ltd
SAMPRE.BO,Sampre Nutritions Ltd
AAIL.BO,Akar Auto Industries Ltd
VIPULORG.BO,Vipul Organics Ltd
MONARCH.BO,Monarch Dyestuff industries & Exports Ltd
ECORECO.BO,Eco Recycling Ltd
GOODLUCK.BO,Goodluck India Ltd
GOYALASS.BO,Goyal Associates Ltd
ZENITHHE.BO,Zenith Healthcare Ltd
SRINANDAA.BO,Sri Nandaa Spinners Ltd
ACEENGITEC.BO,Ace Engitech Ltd
YORKEXP.BO,York Exports Ltd
SUPREME.BO,Supreme Holdings & Hospitality (India) Ltd
PITHP.BO,Pithampur Poly Products Ltd
LYKISLTD.BO,Lykis Ltd
PRIMEPRO.BO,Prime Property Development Corporation Ltd
ZENLABS.BO,Zenlabs Ethica Ltd
RAJRILTD.BO,Raj Rayon Industries Ltd
ANIRIT.BO,Anirit Ventures Ltd
GOWRALE.BO,Gowra Leasing & Finance Ltd
JAGANLAM.BO,Jagan Lamps Ltd
ALPSINDUS.BO,Alps Industries Ltd
ASITCFIN.BO,Asit C Mehta Financial Services Ltd
ENCODE.BO,Encode Packaging India Ltd
SUPERBAK.BO,Super Bakers India Ltd
OVOBELE.BO,Ovobel Foods Ltd
CHALLANI.BO,Challani Capital Ltd
CORNE.BO,Coral Newsprints Ltd
STERTOOLS.BO,Sterling Tools Ltd
AGARWAL.BO,Agarwal Fortune India Ltd
KLGCAP.BO,KLG Capital Services Ltd
IVRCLINFRA.BO,IVRCL Ltd
DYNAMICP.BO,Dynamic Portfolio Management & Services Ltd
INLANPR.BO,Inland Printers Ltd
CEEJAY.BO,Ceejay Finance Ltd
SUNCITYSY.BO,Suncity Synthetics Ltd
SHGANEL.BO,Shree Ganesh Elastoplast Ltd
ANNAINFRA.BO,Anna Infrastructures Ltd
BHAGERIA.BO,Bhageria Industries Ltd
OIVL.BO,Onesource Industries And Ventures Ltd
BNRUDY.BO,BNR Udyog Ltd
KRBL.BO,KRBL Ltd
SSPDL.BO,SSPDL Ltd
DAIKAFFI.BO,Daikaffil Chemicals India Ltd
CILSEC.BO,Cil Securities Ltd
CLIOINFO.BO,Clio Infotech Ltd
CUPID.BO,Cupid Ltd
SUNSHIEL.BO,Sunshield Chemicals Ltd
HIPOLIN.BO,Hipolin Ltd
CHEMBOND.BO,Chembond Chemicals Ltd
CIFL.BO,Capital India Finance Ltd
ABVL.BO,Arunjyoti Bio Ventures Ltd
SUCROSA.BO,Super Crop Safe Ltd
RKB.BO,RKB Agro Industries Ltd
NGIND.BO,NG Industries Ltd
ASIAPAK.BO,Asia Pack Ltd
SICAPIT.BO,SI Capital & Financial Services Ltd
ERPSOFT.BO,ERP Soft Systems Ltd
RRSECUR.BO,RR Securities Ltd
REMSONSIND.BO,Remsons Industries Ltd
RAMSONS.BO,Ramsons Projects Ltd
HARAFIN.BO,Haryana Financial Corporation Ltd
EUROASIA.BO,Euro Asia Exports Ltd
STANPACK.BO,Stanpacks India Ltd
SABTNL.BO,Sri Adhikari Brothers Television Network Ltd
RAMINFO.BO,Raminfo Ltd
SUNILAGR.BO,Sunil Agro Foods Ltd
DIANATEA.BO,Diana Tea Company Ltd
VIKASECO.BO,Vikas EcoTech Ltd
IOC.BO,Indian Oil Corporation Ltd
ALFAICA.BO,Alfa Ica India Ltd
SKCIL.BO,Shri Keshav Cements And Infra Ltd
INDIAHOME.BO,India Home Loan Ltd
ROOPAIND.BO,Roopa Industries Ltd
SARTHAKGL.BO,Sarthak Global Ltd
UNIQUEO.BO,Unique Organics Ltd
BALAMINES.BO,Balaji Amines Ltd
SWRNASE.BO,Swarna Securities Ltd
VENMAX.BO,Venmax Drugs and Pharmaceuticals Ltd
ARISE.BO,Arihants Securities Ltd
VISAGAR.BO,Visagar Financial Services Ltd
LIBORD.BO,Libord Securities Ltd
ERAAYA.BO,Eraaya Lifespaces Ltd
SWADHATURE.BO,Swadha Nature Ltd
COMPEAU.BO,Competent Automobiles Company Ltd
ZDHJERK.BO,Dhanvantri Jeevan Rekha Ltd
NEELKAN.BO,Neelkanth Rockminerals Ltd
VINTAGES.BO,Vintage Securities Ltd
OSWALOR.BO,Oswal Overseas Ltd
CONTILI.BO,Contil India Ltd
VIJSOLX.BO,Vijay Solvex Ltd
SHRIKRISH.BO,Shri Krishna Devcon Ltd
ALANKIT.BO,Alankit Ltd
NIHARINF.BO,Nihar Info Global Ltd
KASHYAP.BO,Kashyap Fiscal Services Ltd
UNITDCR.BO,United Credit Ltd
OMINFRAL.BO,OM Infra Ltd
CHECKPOINT.BO,Checkpoint Trends Ltd
SCANORG.BO,Scan Organics Ltd
ISHANCH.BO,Ishan Dyes and Chemicals Ltd
GOTHIPL.BO,Gothi Plascon India Ltd
BALUFORGE.BO,Balu Forge Industries Ltd
CEENIK.BO,Ceenik Exports India Ltd
PATELENG.BO,Patel Engineering Ltd
KATIPATANG.BO,Kati Patang Lifestyle Ltd
MENAMANI.BO,Mena Mani Industries Ltd
INANI.BO,Inani Marbles & Industries Ltd
GEMSI.BO,Gemstone Investments Ltd
ELFORGE.BO,El Forge Ltd
MEDICAMEQ.BO,Medicamen Biotech Ltd
ALICON.BO,Alicon Castalloy Ltd
DILIGENT.BO,Diligent Industries Ltd
EPSOMPRO.BO,Epsom Properties Ltd
ALFAVIO.BO,Alfavision Overseas India Ltd
ORGCOAT.BO,Organic Coatings Ltd
CATVISION.BO,Catvision Ltd
ABMKNO.BO,ABM Knowledgeware Ltd
EMAMILTD.BO,Emami Ltd
KEMISTAR.BO,Kemistar Corporation Ltd
ASSOCER.BO,Associated Ceramics Ltd
SKPSEC.BO,SKP Securities Ltd
SYSCHEM.BO,Syschem India Ltd
BLSINFOTE.BO,BLS Infotech Ltd
MEFCOMCAP.BO,Mefcom Capital Markets Ltd
HEMANG.BO,Hemang Resources Ltd
ARMANFIN.BO,Arman Financial Services Ltd
TAVERNIER.BO,Tavernier Resources Ltd
GLANCE.BO,Glance Finance Ltd
SHILCTECH.BO,Shilchar Technologies Ltd
TRADEWELL.BO,Tradewell Holdings Ltd
SPRIGHT.BO,Spright Agro Ltd
NUCLEUS.BO,Nucleus Software Exports Ltd
COLINZ.BO,Colinz Laboratories Ltd
NLFL.BO,Nalin Lease Finance Ltd
MANAPPURAM.BO,Manappuram Finance Ltd
RTSPOWR.BO,RTS Power Corporation Ltd
COMFINTE.BO,Comfort Intech Ltd
SHYAMACOMP.BO,Shyama Computronics and Services Ltd
MAYURFL.BO,Mayur Floorings Ltd
ANJANI.BO,Anjani Synthetics Ltd
XTGLOBAL.BO,Xtglobal Infotech Ltd
DECOMIC.BO,Deco Mica Ltd
RANDER.BO,Rander Corporation Ltd
RASIELEC.BO,Rasi Electrodes Ltd
SCOOBEEDAY.BO,Scoobee Day Garments (India) Ltd
CITIPOR.BO,Citi Port Financial Services Ltd
DHRUVCA.BO,Dhruva Capital Services Ltd
SHAMROIN.BO,Shamrock Industrial Company Ltd
LINC.BO,Linc Ltd
PRIMAIN.BO,Prima Industries Ltd
ANERI.BO,Aneri Fincap Ltd
INDGELA.BO,India Gelatine & Chemicals Ltd
OPTIFIN.BO,Optimus Finance Ltd
PARAGONF.BO,Paragon Finance Ltd
PRATIKSH.BO,Pratiksha Chemicals Ltd
ESHAMEDIA.BO,Esha Media Research Ltd
REFEXRENEW.BO,Refex Renewables & Infrastructure Ltd
PROGREXV.BO,Progrex Ventures Ltd
VSTTILLERS.BO,VST Tillers Tractors Ltd
B2BSOFT.BO,B2B Software Technologies Ltd
NIKKIGL.BO,Nikki Global Finance Ltd
RADHEDE.BO,Radhe Developers India Ltd
ELIXIR.BO,Elixir Capital Ltd
TRISHAKT.BO,Trishakti Industries Ltd
PANKAJPO.BO,Pankaj Polymers Ltd
MARBLE.BO,Marble City India Ltd
CINDRELL.BO,Cindrella Financial Services Ltd
ADHHATA.BO,Adhata Global Ltd
NATPLASTI.BO,National Plastic Technologies Ltd
LEADFIN.BO,Lead Financial Services Ltd
NATFIT.BO,National Fittings Ltd
ARTEFACT.BO,Artefact Projects Ltd
AMITINT.BO,Amit International Ltd
HIGHSTREE.BO,High Street Filatex Ltd
NUTECGLOB.BO,Nutech Global Ltd
DHPIND.BO,DHP India Ltd
RRIL.BO,RRIL Ltd
AVAILFC.BO,Available Finance Ltd
INTCAPL.BO,Integra Capital  Ltd
MARUTISE.BO,Maruti Securities Ltd
HAVISHA.BO,Sri Havisha Hospitality And Infrastructure Ltd
JAYIND.BO,Jayatma Industries Ltd
ROSELABS.BO,Roselabs Finance Ltd
KRETTOSYS.BO,Kretto Syscon Ltd
VIKALPS.BO,Vikalp Securities Ltd
ZYDUSWELL.BO,Zydus Wellness Ltd
MILESTONE.BO,Milestone Global Ltd
BERVINL.BO,Bervin Investment & Leasing Ltd
GUJINV.BO,Gujarat Investa Ltd
CONCOR.BO,Container Corporation of India Ltd
EASTRED.BO,Eastern Treads Ltd
PANACEABIO.BO,Panacea Biotec Ltd
PEETISEC.BO,Peeti Securities Ltd
MERCURYEV.BO,Mercury Ev-Tech Ltd
CHOICEIN.BO,Choice International Ltd
SRAMSET.BO,Shriram Asset Management Company Ltd
GOLECHA.BO,Golechha Global Finance Ltd
EKANSH.BO,Ekansh Concepts Ltd
SPAR.BO,Sparc Electrex Ltd
BYKE.BO,Byke Hospitality Ltd
CSURGSU.BO,Centenial Surgical Suture Ltd
ARIHANT.BO,Arihant Foundations & Housing Ltd
HASTIFIN.BO,Hasti Finance Ltd
UPSURGE.BO,Upsurge Investment & Finance Ltd
PADAMCO.BO,Padam Cotton Yarns Ltd
WOMENNET.BO,Women Networks Ltd
POLYCON.BO,Polycon International Ltd
SOURCENTRL.BO,Source Natural Foods and Herbal Supplements Ltd
GGAUTO.BO,GG Automotive Gears Ltd
ALMONDZ.BO,Almondz Global Securities Ltd
LWSKNIT.BO,LWS Knitwear Ltd
ZICOM.BO,Zicom Electronic Security Systems Ltd
ANSINDUS.BO,ANS Industries Ltd
ALCHCORP.BO,Alchemist Corporation Ltd
TUNITEX.BO,Tuni Textile Mills Ltd
RADIXIND.BO,Radix Industries (India) Ltd
KIRANPR.BO,Kiran Print Pack Ltd
NARPROP.BO,Narendra Properties Ltd
MEGACOR.BO,Mega Corporation Ltd
TNPL.BO,Tamil Nadu Newsprint & Papers Ltd
SHAKTIPUMP.BO,Shakti Pumps India Ltd
SYTIXSE.BO,Systematix Securities Ltd
SUNGOLD.BO,Sungold Capital Ltd
SAFFRON.BO,Saffron Industries Ltd
PWASML.BO,Prakash Woollen & Synthetic Mills Ltd
GOLDTECH.BO,Aion-Tech Solutions Ltd
LYONSCO.BO,Lyons Corporate Market Ltd
VARDHMAN.BO,Vardhman Concrete Ltd
GRMOVER.BO,GRM Overseas Ltd
MOHITIND.BO,Mohit Industries Ltd
POLYLINK.BO,Polylink Polymers India Ltd
MINAXI.BO,Minaxi Textiles Ltd
NARSM.BO,Naraingarh Sugar Mills Ltd
CONTICON.BO,Continental Controls Ltd
NOUVEAU.BO,Nouveau Global Ventures Ltd
DUKEOFS.BO,Duke Offshore Ltd
CYBELEIND.BO,Cybele Industries Ltd
FILME.BO,Filmcity Media Ltd
CGVAK.BO,CG Vak Software & Exports Ltd
NAVKARURB.BO,Navkar Urbanstructure Ltd
BLUECOAST.BO,Blue Coast Hotels Ltd
OMKAR.BO,Omkar Overseas Ltd
MADHUCON.BO,Madhucon Projects Ltd
SYBLY.BO,Sybly Industries Ltd
RAJESHEXPO.BO,Rajesh Exports Ltd
ESARIND.BO,Esaar India Ltd
MARIS.BO,Maris Spinners Ltd
INDERGR.BO,Indergiri Finance Ltd
SKRABUL.BO,Shukra Bullions Ltd
EVEREADY.BO,Eveready Industries India Ltd
STEP2COR.BO,Step Two Corporation Ltd
ORIENTTR.BO,Orient Tradelink Ltd
MAHANIN.BO,Mahan Industries Ltd
DESHRAK.BO,Desh Rakshak Aushdhalaya Ltd
ICSA.BO,ICSA (India) Ltd
ACESOFT.BO,ACE Software Exports Ltd
SOFTRAKV.BO,Softrak Venture Investment Ltd
BETALA.BO,Betala Global Securities Ltd
HATSUN.BO,Hatsun Agro Product Ltd
ACCEDERE.BO,Accedere Ltd
SRIMT.BO,Sriven Multi Tech Ltd
JYOTHI.BO,Jyothi Infraventures Ltd
RISHDIGA.BO,Rishabh Digha Steel & Allied Products Ltd
MAINFRA.BO,Maruti Infrastructure Ltd
KOBO.BO,Kobo Biotech Ltd
JINDWORLD.BO,Jindal Worldwide Ltd
SOMANYCERA.BO,Somany Ceramics Ltd
JHACC.BO,Jhaveri Credits & Capital Ltd
RAGHUTOB.BO,Raghunath Tobacco Company Ltd
DRL.BO,Disha Resources Ltd
CORALFINAC.BO,Coral India Finance & Housing Ltd
PUSHPIN.BO,Pushpsons Industries Ltd
ASHUTPM.BO,Ashutosh Paper Mills Ltd
SANJIVIN.BO,Sanjivani Paranteral Ltd
VASINFRA.BO,Vas Infrastructure Ltd
KMFBLDR.BO,KMF Builders & Developers Ltd
BERYLSE.BO,Beryl Securities Ltd
RAP.BO,Rap Media Ltd
DEVINE.BO,Devine Impex Ltd
BAMPSL.BO,Bampsl Securities Ltd
GENPHARMA.BO,Genpharmasec Ltd
INCON.BO,Incon Engineers Ltd
CGCL.BO,Capri Global Capital Ltd
FDC.BO,FDC Ltd
GOGIACAPGL.BO,Gogia Capital Growth Ltd
SAWACA.BO,Sawaca Communication Ltd
GORANIN.BO,Gorani Industries Ltd
KGPETRO.BO,KG Petrochem Ltd
MAL.BO,Meyer Apparel Ltd
STARCOM.BO,Starcom Information Technology Ltd
COUNCODOS.BO,Country Condos Ltd
OROSMITHS.BO,Orosil Smiths India Ltd
TEJASSVI.BO,Tejassvi Aaharam Ltd
LINCOLN.BO,Lincoln Pharmaceuticals Ltd
SILVOAK.BO,Silver Oak India Ltd
PRAVEG.BO,Praveg Ltd
SURAJLTD.BO,Suraj Ltd
SICL.BO,Suvidha Infraestate Corporation Ltd
MARICO.BO,Marico Ltd
TOKYOFIN.BO,Tokyo Finance Ltd
BJDUP.BO,BJ Duplex Boards Ltd
VAXHS.BO,Vax Housing Finance Corporation Ltd
NATGENI.BO,National General Industries Ltd
THIRDFIN.BO,Thirdwave Financial Intermediaries Ltd
HITTCO.BO,Hittco Tools Ltd
YUVRAAJHPL.BO,Yuvraaj Hygiene Products Ltd
RRMETAL.BO,RR MetalMakers India Ltd
VISIONCO.BO,Vision Corporation Ltd
BISIL.BO,Bisil Plast Ltd
INANISEC.BO,Inani Securities Ltd
ANKIN.BO,Anka India Ltd
VAGHANI.BO,Vaghani Techno Build Ltd
ARISINT.BO,Aris International Ltd
AMERISE.BO,Amerise Biosciences Ltd
KGL.BO,Karuturi Global Ltd
PRITHVIEXCH.BO,Prithvi Exchange (India) Ltd
KHYATI.BO,Khyati Multimedia Entertainment Ltd
RAINBOWF.BO,Rainbow Foundations Ltd
VSDCONF.BO,VSD Confin Ltd
TRICOMFRU.BO,Tricom Fruit Products Ltd
VIDHIING.BO,Vidhi Specialty Food Ingredients Ltd
BHAGCHEM.BO,Bhagiradha Chemicals & Industries Ltd
GATECH.BO,GACM Technologies Ltd
PANCHSHEEL.BO,Panchsheel Organics Ltd
MENNPIS.BO,Menon Pistons Ltd
PRISMFN.BO,Prism Finance Ltd
GREENCREST.BO,Greencrest Financial Services Ltd
GENNEX.BO,Gennex Laboratories Ltd
HIRAUTO.BO,Hira Automobiles Ltd
GINISILK.BO,Gini Silk Mills Ltd
PRAENG.BO,Prajay Engineers Syndicate Ltd
BIOGEN.BO,Biogen Pharmachem Industries Ltd
GKCONS.BO,GK Consultants Ltd
APOLLOPIPE.BO,Apollo Pipes Ltd
UNJHAFOR.BO,Unjha Formulations Ltd
POLYMED.BO,Poly Medicure Ltd
PFLINFOTC.BO,PFL Infotech Ltd
SHRADDHA.BO,Shraddha Prime Projects Ltd
KACHCHH.BO,Kachchh Minerals Ltd
PADALPO.BO,Padmanabh Alloys & Polymers Ltd
KACL.BO,Kaiser Corporation Ltd
KCLINFRA.BO,KCL Infra Projects Ltd
ATULAUTO.BO,Atul Auto Ltd
SCANPRO.BO,Scan Projects Ltd
PRERINFRA.BO,Prerna Infrabuild Ltd
METALCO.BO,Metal Coatings India Ltd
SGNTE.BO,SGN Telecoms Ltd
GANGAPA.BO,Ganga Papers India Ltd
TIRSARJ.BO,Tirupati Sarjan Ltd
MUNOTHFI.BO,Munoth Financial Services Ltd
RODIUM.BO,Rodium Realty Ltd
NAGTECH.BO,Nagarjuna Agri Tech Ltd
NATHUEC.BO,Natura Hue Chem Ltd
IECEDU.BO,IEC Education Ltd
INDUSFINL.BO,Indus Finance Ltd
LAHOTIOV.BO,Lahoti Overseas Ltd
ZENITHSTL.BO,Zenith Steel Pipes & Industries Ltd
TRINITYLEA.BO,Trinity League India Ltd
ASTAR.BO,Asian Star Company Ltd
ORIRAIL.BO,Oriental Rail Infrastructure Ltd
JOINDRE.BO,Joindre Capital Services Ltd
BHARATAGRI.BO,Bharat Agri Fert & Realty Ltd
UNITINT.BO,Unitech International Ltd
SACHEMT.BO,Sacheta Metals Ltd
POPULARES.BO,Popular Estate Management Ltd
ANJANIFIN.BO,Anjani Finance Ltd
REXNORD.BO,Rexnord Electronics & Controls Ltd
IIL.BO,Integrated Industries Ltd
KHANDSE.BO,Khandwala Securities Ltd
SAWACA.BO,Sawaca Enterprises Ltd
CCLINTER.BO,CCL International Ltd
GALLOPENT.BO,Gallops Enterprise Ltd
CROISSANCE.BO,Croissance Ltd
MADHUVEER.BO,Madhuveer Com 18 Network Ltd
GALAGEX.BO,Galaxy Agrico Exports Ltd
GOPAIST.BO,Gopal Iron & Steels Company Gujarat Ltd
HINDAPL.BO,Hindustan Appliances Ltd
AGARIND.BO,Agarwal Industrial Corporation Ltd
DHAMPURE.BO,Dhampure Specialty Sugars Ltd
SHAQUAK.BO,Shantanu Sheorey Aquakult Ltd
INNOCORP.BO,Innocorp Ltd
SARTHAKIND.BO,Sarthak Industries Ltd
SAICAPI.BO,Sai Capital Ltd
BLUECHIP.BO,Blue Chip India Ltd
LEXORAA.BO,Lexoraa Industries Ltd
VERTEX.BO,Vertex Securities Ltd
RIBATEX.BO,Riba Textiles Ltd
GCCL.BO,GCCL Construction & Realities Ltd
NEWINFRA.BO,Newtime Infrastructure Ltd
KASHYAP.BO,Kashyap Tele-Medicines Ltd
SHREMETAL.BO,Shree Metalloys Ltd
IITLPROJ.BO,IITL Projects Ltd
CHLOGIST.BO,Chartered Logistics Ltd
AMBIKCO.BO,Ambika Cotton Mills Ltd
HINDALUMI.BO,Hind Aluminium Industries Ltd
SENINFO.BO,Senthil Infotek Ltd
SPECFOOD.BO,Spectrum Foods Ltd
DECPO.BO,Deccan Polypacks Ltd
AMRAAGRI.BO,Amraworld Agrico Ltd
AUTOPINS.BO,Auto Pins (India) Ltd
ODYCORP.BO,Odyssey Corporation Ltd
VUENOW.BO,Vuenow Infratech Ltd
INDCTST.BO,Inducto Steel Ltd
SAMINDUS.BO,Sam Industries Ltd
SHVFL.BO,Shree Vatsaa Finance & leasing Ltd
POOJAENT.BO,Vashu Bhagnani Industries Ltd
GRAVITY.BO,Gravity India Ltd
ESPIRE.BO,Espire Hospitality Limited
LCCINFOTEC.BO,LCC Infotech Ltd
FILATFASH.BO,Filatex Fashions Ltd
AARCON.BO,Aarcon Facilities Ltd
SINDHUTRAD.BO,Sindhu Trade Links Ltd
JAINSTUDIO.BO,Jain Studios Ltd
ZENOTECH.BO,Zenotech Laboratories Ltd
HINDBIO.BO,Hindustan Bio Sciences Ltd
FRONTCORP.BO,Frontline Corporation Ltd
SWELECTES.BO,Swelect Energy Systems Ltd
WALLFORT.BO,Wallfort Financial Services Ltd
KDDL.BO,KDDL Ltd
ADIEXRE.BO,Adinath Exim Resources Ltd
ABHICAP.BO,Abhinav Capital Services Ltd
3BBLACKBIO.BO,3B BlackBio Dx Ltd
SUMUKA.BO,Sumuka Agro Industries Ltd
MONIND.BO,Monind Ltd
KSERASERA.BO,KSS Ltd
VANDANA.BO,Vandana Knitwear Ltd
EPUJA.BO,Epuja Spiritech Ltd
INDOCITY.BO,Indo City Infotech Ltd
SBECSUG.BO,SBEC Sugar Ltd
CMSINFO.BO,CMS Infotech Ltd
MEGFI.BO,Mega Fin India Ltd
BRIJLEAS.BO,Brijlaxmi Leasing & Finance Ltd
BSELALGO.BO,BSEL Algo Ltd
RELIABVEN.BO,Reliable Ventures India Ltd
TRIUMPIN.BO,Triumph International Finance India Ltd
BANKBARODA.BO,Bank of Baroda
MOHITE.BO,Mohite Industries Ltd
ACL.BO,Andhra Cements Ltd
SKMEGGPROD.BO,SKM Egg Products Export (India) Ltd
WELCORP.BO,Welspun Corp Ltd
HOTLSILV.BO,H S India Ltd
BANKINDIA.BO,Bank of India
INDRAMEDCO.BO,Indraprastha Medical Corporation Ltd
